Web Search Interest
Portugal; 2004 - present

Interest over time
Week,Sports News
2006-05-28 - 2006-06-03,+200%
2006-06-04 - 2006-06-10,+215%
2006-06-11 - 2006-06-17,+285%
2006-06-18 - 2006-06-24,+254%
2006-06-25 - 2006-07-01,+369%
2006-07-02 - 2006-07-08,+408%
2006-07-09 - 2006-07-15,+369%
2006-07-16 - 2006-07-22,+262%
2006-07-23 - 2006-07-29,+315%
2006-07-30 - 2006-08-05,+246%
2006-08-06 - 2006-08-12,+308%
2006-08-13 - 2006-08-19,+269%
2006-08-20 - 2006-08-26,+246%
2006-08-27 - 2006-09-02,+223%
2006-09-03 - 2006-09-09,+192%
2006-09-10 - 2006-09-16,+223%
2006-09-17 - 2006-09-23,+185%
2006-09-24 - 2006-09-30,+162%
2006-10-01 - 2006-10-07,+154%
2006-10-08 - 2006-10-14,+154%
2006-10-15 - 2006-10-21,+177%
2006-10-22 - 2006-10-28,+146%
2006-10-29 - 2006-11-04,+154%
2006-11-05 - 2006-11-11,+162%
2006-11-12 - 2006-11-18,+154%
2006-11-19 - 2006-11-25,+177%
2006-11-26 - 2006-12-02,+162%
2006-12-03 - 2006-12-09,+146%
2006-12-10 - 2006-12-16,+185%
2006-12-17 - 2006-12-23,+162%
2006-12-24 - 2006-12-30,+185%
2006-12-31 - 2007-01-06,+192%
2007-01-07 - 2007-01-13,+185%
2007-01-14 - 2007-01-20,+192%
2007-01-21 - 2007-01-27,+215%
2007-01-28 - 2007-02-03,+223%
2007-02-04 - 2007-02-10,+192%
2007-02-11 - 2007-02-17,+169%
2007-02-18 - 2007-02-24,+192%
2007-02-25 - 2007-03-03,+169%
2007-03-04 - 2007-03-10,+154%
2007-03-11 - 2007-03-17,+169%
2007-03-18 - 2007-03-24,+162%
2007-03-25 - 2007-03-31,+154%
2007-04-01 - 2007-04-07,+185%
2007-04-08 - 2007-04-14,+169%
2007-04-15 - 2007-04-21,+169%
2007-04-22 - 2007-04-28,+177%
2007-04-29 - 2007-05-05,+154%
2007-05-06 - 2007-05-12,+169%
2007-05-13 - 2007-05-19,+192%
2007-05-20 - 2007-05-26,+200%
2007-05-27 - 2007-06-02,+200%
2007-06-03 - 2007-06-09,+246%
2007-06-10 - 2007-06-16,+285%
2007-06-17 - 2007-06-23,+315%
2007-06-24 - 2007-06-30,+338%
2007-07-01 - 2007-07-07,+331%
2007-07-08 - 2007-07-14,+346%
2007-07-15 - 2007-07-21,+315%
2007-07-22 - 2007-07-28,+315%
2007-07-29 - 2007-08-04,+292%
2007-08-05 - 2007-08-11,+262%
2007-08-12 - 2007-08-18,+308%
2007-08-19 - 2007-08-25,+354%
2007-08-26 - 2007-09-01,+346%
2007-09-02 - 2007-09-08,+277%
2007-09-09 - 2007-09-15,+215%
2007-09-16 - 2007-09-22,+246%
2007-09-23 - 2007-09-29,+208%
2007-09-30 - 2007-10-06,+192%
2007-10-07 - 2007-10-13,+154%
2007-10-14 - 2007-10-20,+154%
2007-10-21 - 2007-10-27,+177%
2007-10-28 - 2007-11-03,+223%
2007-11-04 - 2007-11-10,+177%
2007-11-11 - 2007-11-17,+200%
2007-11-18 - 2007-11-24,+177%
2007-11-25 - 2007-12-01,+208%
2007-12-02 - 2007-12-08,+208%
2007-12-09 - 2007-12-15,+200%
2007-12-16 - 2007-12-22,+215%
2007-12-23 - 2007-12-29,+246%
2007-12-30 - 2008-01-05,+231%
2008-01-06 - 2008-01-12,+215%
2008-01-13 - 2008-01-19,+215%
2008-01-20 - 2008-01-26,+223%
2008-01-27 - 2008-02-02,+246%
2008-02-03 - 2008-02-09,+200%
2008-02-10 - 2008-02-16,+192%
2008-02-17 - 2008-02-23,+192%
2008-02-24 - 2008-03-01,+177%
2008-03-02 - 2008-03-08,+200%
2008-03-09 - 2008-03-15,+231%
2008-03-16 - 2008-03-22,+208%
2008-03-23 - 2008-03-29,+200%
2008-03-30 - 2008-04-05,+238%
2008-04-06 - 2008-04-12,+215%
2008-04-13 - 2008-04-19,+246%
2008-04-20 - 2008-04-26,+238%
2008-04-27 - 2008-05-03,+238%
2008-05-04 - 2008-05-10,+246%
2008-05-11 - 2008-05-17,+292%
2008-05-18 - 2008-05-24,+323%
2008-05-25 - 2008-05-31,+338%
2008-06-01 - 2008-06-07,+408%
2008-06-08 - 2008-06-14,+423%
2008-06-15 - 2008-06-21,+392%
2008-06-22 - 2008-06-28,+469%
2008-06-29 - 2008-07-05,+485%
2008-07-06 - 2008-07-12,+469%
2008-07-13 - 2008-07-19,+485%
2008-07-20 - 2008-07-26,+431%
2008-07-27 - 2008-08-02,+438%
2008-08-03 - 2008-08-09,+438%
2008-08-10 - 2008-08-16,+400%
2008-08-17 - 2008-08-23,+392%
2008-08-24 - 2008-08-30,+415%
2008-08-31 - 2008-09-06,+331%
2008-09-07 - 2008-09-13,+254%
2008-09-14 - 2008-09-20,+277%
2008-09-21 - 2008-09-27,+254%
2008-09-28 - 2008-10-04,+262%
2008-10-05 - 2008-10-11,+208%
2008-10-12 - 2008-10-18,+177%
2008-10-19 - 2008-10-25,+208%
2008-10-26 - 2008-11-01,+223%
2008-11-02 - 2008-11-08,+246%
2008-11-09 - 2008-11-15,+192%
2008-11-16 - 2008-11-22,+215%
2008-11-23 - 2008-11-29,+215%
2008-11-30 - 2008-12-06,+223%
2008-12-07 - 2008-12-13,+231%
2008-12-14 - 2008-12-20,+208%
2008-12-21 - 2008-12-27,+254%
2008-12-28 - 2009-01-03,+223%
2009-01-04 - 2009-01-10,+223%
2009-01-11 - 2009-01-17,+277%
2009-01-18 - 2009-01-24,+208%
2009-01-25 - 2009-01-31,+215%
2009-02-01 - 2009-02-07,+223%
2009-02-08 - 2009-02-14,+223%
2009-02-15 - 2009-02-21,+223%
2009-02-22 - 2009-02-28,+238%
2009-03-01 - 2009-03-07,+192%
2009-03-08 - 2009-03-14,+238%
2009-03-15 - 2009-03-21,+208%
2009-03-22 - 2009-03-28,+200%
2009-03-29 - 2009-04-04,+185%
2009-04-05 - 2009-04-11,+269%
2009-04-12 - 2009-04-18,+208%
2009-04-19 - 2009-04-25,+215%
2009-04-26 - 2009-05-02,+208%
2009-05-03 - 2009-05-09,+231%
2009-05-10 - 2009-05-16,+300%
2009-05-17 - 2009-05-23,+277%
2009-05-24 - 2009-05-30,+285%
2009-05-31 - 2009-06-06,+277%
2009-06-07 - 2009-06-13,+392%
2009-06-14 - 2009-06-20,+408%
2009-06-21 - 2009-06-27,+438%
2009-06-28 - 2009-07-04,+446%
2009-07-05 - 2009-07-11,+477%
2009-07-12 - 2009-07-18,+431%
2009-07-19 - 2009-07-25,+423%
2009-07-26 - 2009-08-01,+462%
2009-08-02 - 2009-08-08,+431%
2009-08-09 - 2009-08-15,+392%
2009-08-16 - 2009-08-22,+392%
2009-08-23 - 2009-08-29,+392%
2009-08-30 - 2009-09-05,+346%
2009-09-06 - 2009-09-12,+285%
2009-09-13 - 2009-09-19,+315%
2009-09-20 - 2009-09-26,+308%
2009-09-27 - 2009-10-03,+238%
2009-10-04 - 2009-10-10,+238%
2009-10-11 - 2009-10-17,+192%
2009-10-18 - 2009-10-24,+231%
2009-10-25 - 2009-10-31,+300%
2009-11-01 - 2009-11-07,+292%
2009-11-08 - 2009-11-14,+315%
2009-11-15 - 2009-11-21,+285%
2009-11-22 - 2009-11-28,+254%
2009-11-29 - 2009-12-05,+285%
2009-12-06 - 2009-12-12,+300%
2009-12-13 - 2009-12-19,+292%
2009-12-20 - 2009-12-26,+377%
2009-12-27 - 2010-01-02,+354%
2010-01-03 - 2010-01-09,+331%
2010-01-10 - 2010-01-16,+308%
2010-01-17 - 2010-01-23,+323%
2010-01-24 - 2010-01-30,+308%
2010-01-31 - 2010-02-06,+300%
2010-02-07 - 2010-02-13,+285%
2010-02-14 - 2010-02-20,+285%
2010-02-21 - 2010-02-27,+277%
2010-02-28 - 2010-03-06,+269%
2010-03-07 - 2010-03-13,+285%
2010-03-14 - 2010-03-20,+292%
2010-03-21 - 2010-03-27,+285%
2010-03-28 - 2010-04-03,+285%
2010-04-04 - 2010-04-10,+285%
2010-04-11 - 2010-04-17,+269%
2010-04-18 - 2010-04-24,+300%
2010-04-25 - 2010-05-01,+346%
2010-05-02 - 2010-05-08,+385%
2010-05-09 - 2010-05-15,+346%
2010-05-16 - 2010-05-22,+338%
2010-05-23 - 2010-05-29,+392%
2010-05-30 - 2010-06-05,+385%
2010-06-06 - 2010-06-12,+408%
2010-06-13 - 2010-06-19,+438%
2010-06-20 - 2010-06-26,+523%
2010-06-27 - 2010-07-03,+523%
2010-07-04 - 2010-07-10,+669%
2010-07-11 - 2010-07-17,+462%
2010-07-18 - 2010-07-24,+477%
2010-07-25 - 2010-07-31,+454%
2010-08-01 - 2010-08-07,+477%
2010-08-08 - 2010-08-14,+485%
2010-08-15 - 2010-08-21,+500%
2010-08-22 - 2010-08-28,+538%
2010-08-29 - 2010-09-04,+469%
2010-09-05 - 2010-09-11,+369%
2010-09-12 - 2010-09-18,+377%
2010-09-19 - 2010-09-25,+354%
2010-09-26 - 2010-10-02,+315%
2010-10-03 - 2010-10-09,+308%
2010-10-10 - 2010-10-16,+292%
2010-10-17 - 2010-10-23,+300%
2010-10-24 - 2010-10-30,+300%
2010-10-31 - 2010-11-06,+323%
2010-11-07 - 2010-11-13,+377%
2010-11-14 - 2010-11-20,+331%
2010-11-21 - 2010-11-27,+338%
2010-11-28 - 2010-12-04,+346%
2010-12-05 - 2010-12-11,+315%
2010-12-12 - 2010-12-18,+338%
2010-12-19 - 2010-12-25,+362%
2010-12-26 - 2011-01-01,+338%
2011-01-02 - 2011-01-08,+292%
2011-01-09 - 2011-01-15,+331%
2011-01-16 - 2011-01-22,+354%
2011-01-23 - 2011-01-29,+354%
2011-01-30 - 2011-02-05,+400%
2011-02-06 - 2011-02-12,+331%
2011-02-13 - 2011-02-19,+315%
2011-02-20 - 2011-02-26,+346%
2011-02-27 - 2011-03-05,+338%
2011-03-06 - 2011-03-12,+346%
2011-03-13 - 2011-03-19,+354%
2011-03-20 - 2011-03-26,+331%
2011-03-27 - 2011-04-02,+331%
2011-04-03 - 2011-04-09,+385%
2011-04-10 - 2011-04-16,+338%
2011-04-17 - 2011-04-23,+392%
2011-04-24 - 2011-04-30,+369%
2011-05-01 - 2011-05-07,+346%
2011-05-08 - 2011-05-14,+338%
2011-05-15 - 2011-05-21,+369%
2011-05-22 - 2011-05-28,+408%
2011-05-29 - 2011-06-04,+392%
2011-06-05 - 2011-06-11,+415%
2011-06-12 - 2011-06-18,+423%
2011-06-19 - 2011-06-25,+523%
2011-06-26 - 2011-07-02,+438%
2011-07-03 - 2011-07-09,+454%
2011-07-10 - 2011-07-16,+492%
2011-07-17 - 2011-07-23,+477%
2011-07-24 - 2011-07-30,+469%
2011-07-31 - 2011-08-06,+462%
2011-08-07 - 2011-08-13,+431%
2011-08-14 - 2011-08-20,+500%
2011-08-21 - 2011-08-27,+438%
2011-08-28 - 2011-09-03,+485%
2011-09-04 - 2011-09-10,+400%
2011-09-11 - 2011-09-17,+369%
2011-09-18 - 2011-09-24,+392%
2011-09-25 - 2011-10-01,+346%
2011-10-02 - 2011-10-08,+315%
2011-10-09 - 2011-10-15,+292%
2011-10-16 - 2011-10-22,+300%
2011-10-23 - 2011-10-29,+331%
2011-10-30 - 2011-11-05,+362%
2011-11-06 - 2011-11-12,+354%
2011-11-13 - 2011-11-19,+338%
2011-11-20 - 2011-11-26,+369%
2011-11-27 - 2011-12-03,+346%
2011-12-04 - 2011-12-10,+331%
2011-12-11 - 2011-12-17,+323%
2011-12-18 - 2011-12-24,+338%
2011-12-25 - 2011-12-31,+331%
2012-01-01 - 2012-01-07,+354%
2012-01-08 - 2012-01-14,+362%
2012-01-15 - 2012-01-21,+377%
2012-01-22 - 2012-01-28,+400%
2012-01-29 - 2012-02-04,+438%
2012-02-05 - 2012-02-11,+362%
2012-02-12 - 2012-02-18,+446%
2012-02-19 - 2012-02-25,+392%
2012-02-26 - 2012-03-03,+431%
2012-03-04 - 2012-03-10,+369%
2012-03-11 - 2012-03-17,+446%
2012-03-18 - 2012-03-24,+385%
2012-03-25 - 2012-03-31,+385%
2012-04-01 - 2012-04-07,+392%
2012-04-08 - 2012-04-14,+392%
2012-04-15 - 2012-04-21,+392%
2012-04-22 - 2012-04-28,+400%
2012-04-29 - 2012-05-05,+423%
2012-05-06 - 2012-05-12,+377%
2012-05-13 - 2012-05-19,+400%
2012-05-20 - 2012-05-26,+377%
2012-05-27 - 2012-06-02,+408%
2012-06-03 - 2012-06-09,+431%
2012-06-10 - 2012-06-16,+446%
2012-06-17 - 2012-06-23,+477%
2012-06-24 - 2012-06-30,+423%
2012-07-01 - 2012-07-07,+415%
2012-07-08 - 2012-07-14,+423%
2012-07-15 - 2012-07-21,+446%
2012-07-22 - 2012-07-28,+446%
2012-07-29 - 2012-08-04,+462%
2012-08-05 - 2012-08-11,+469%
2012-08-12 - 2012-08-18,+446%
2012-08-19 - 2012-08-25,+477%
2012-08-26 - 2012-09-01,+592%
2012-09-02 - 2012-09-08,+492%
2012-09-09 - 2012-09-15,+362%
2012-09-16 - 2012-09-22,+377%
2012-09-23 - 2012-09-29,+369%
2012-09-30 - 2012-10-06,+385%
2012-10-07 - 2012-10-13,+369%
2012-10-14 - 2012-10-20,+323%
2012-10-21 - 2012-10-27,+369%
2012-10-28 - 2012-11-03,+354%
2012-11-04 - 2012-11-10,+346%
2012-11-11 - 2012-11-17,+346%
2012-11-18 - 2012-11-24,+392%
2012-11-25 - 2012-12-01, 



Top searches
abola,100
record,80
bola,30
a bola,30
ojogo,25
jogo,20
jornal,20
o jogo,15
o record,10
jornal record,10
jornal bola,10
a bola jornal,5
cristiano ronaldo,5
ronaldo,5
jornal jogo,5
maisfutebol,5
o jogo jornal,5
correio da manha,5
fm,5
livescore,5



Rising searches
correio da manha,Breakout
fm,Breakout
maisfutebol,+450%
abola,+350%
record,+250%
ojogo,+130%
a bola,+60%
bola,+60%
jornal record,+60%
o record,+40%



